line_id,train_id,station_id,timestamp,dt
6,66,74,1598939457,2020-09-01 05:50:57
6,66,75,1598939584,2020-09-01 05:53:04
6,66,76,1598939712,2020-09-01 05:55:12
6,66,77,1598939865,2020-09-01 05:57:45
6,66,78,1598940029,2020-09-01 06:00:29
6,66,79,1598940166,2020-09-01 06:02:46
6,66,80,1598940320,2020-09-01 06:05:20
6,66,81,1598940476,2020-09-01 06:07:56
6,66,82,1598940637,2020-09-01 06:10:37
6,66,83,1598940787,2020-09-01 06:13:07
6,66,84,1598940953,2020-09-01 06:15:53
6,66,85,1598941118,2020-09-01 06:18:38
6,66,201,1598941254,2020-09-01 06:20:54
6,66,93,1598941388,2020-09-01 06:23:08
6,66,92,1598941522,2020-09-01 06:25:22
6,66,91,1598941642,2020-09-01 06:27:22
6,66,90,1598941807,2020-09-01 06:30:07
6,66,89,1598941943,2020-09-01 06:32:23
6,66,88,1598942101,2020-09-01 06:35:01
6,66,87,1598942267,2020-09-01 06:37:47
6,66,86,1598942436,2020-09-01 06:40:36
6,66,85,1598942587,2020-09-01 06:43:07
6,66,84,1598942748,2020-09-01 06:45:48
6,66,83,1598942894,2020-09-01 06:48:14
6,66,82,1598943053,2020-09-01 06:50:53
6,66,81,1598943213,2020-09-01 06:53:33
6,66,74,1598943353,2020-09-01 06:55:53
6,66,75,1598943528,2020-09-01 06:58:48
6,66,76,1598943689,2020-09-01 07:01:29
6,66,77,1598943861,2020-09-01 07:04:21
6,66,78,1598943992,2020-09-01 07:06:32
6,66,79,1598944122,2020-09-01 07:08:42
6,66,80,1598944294,2020-09-01 07:11:34
6,66,81,1598944419,2020-09-01 07:13:39
6,66,82,1598944561,2020-09-01 07:16:01
6,66,83,1598944739,2020-09-01 07:18:59
6,66,84,1598944905,2020-09-01 07:21:45
6,66,85,1598945031,2020-09-01 07:23:51
6,66,201,1598945203,2020-09-01 07:26:43
6,66,93,1598945334,2020-09-01 07:28:54
6,66,92,1598945496,2020-09-01 07:31:36
6,66,91,1598945646,2020-09-01 07:34:06
6,66,90,1598945807,2020-09-01 07:36:47
6,66,89,1598945974,2020-09-01 07:39:34
6,66,88,1598946127,2020-09-01 07:42:07
6,66,87,1598946280,2020-09-01 07:44:40
6,66,86,1598946435,2020-09-01 07:47:15
6,66,85,1598946561,2020-09-01 07:49:21
6,66,84,1598946736,2020-09-01 07:52:16
6,66,83,1598946895,2020-09-01 07:54:55
6,66,82,1598947039,2020-09-01 07:57:19
6,66,81,1598947184,2020-09-01 07:59:44
6,66,74,1598947359,2020-09-01 08:02:39
6,66,75,1598947498,2020-09-01 08:04:58
6,66,76,1598947659,2020-09-01 08:07:39
6,66,77,1598947838,2020-09-01 08:10:38
6,66,78,1598947962,2020-09-01 08:12:42
6,66,79,1598948108,2020-09-01 08:15:08
6,66,80,1598948286,2020-09-01 08:18:06
6,66,81,1598948427,2020-09-01 08:20:27
6,66,82,1598948585,2020-09-01 08:23:05
6,66,83,1598948739,2020-09-01 08:25:39
6,66,84,1598948872,2020-09-01 08:27:52
6,66,85,1598949015,2020-09-01 08:30:15
6,66,201,1598949151,2020-09-01 08:32:31
6,66,93,1598949329,2020-09-01 08:35:29
6,66,92,1598949506,2020-09-01 08:38:26
6,66,91,1598949633,2020-09-01 08:40:33
6,66,90,1598949813,2020-09-01 08:43:33
6,66,89,1598949989,2020-09-01 08:46:29
6,66,88,1598950148,2020-09-01 08:49:08
6,66,87,1598950270,2020-09-01 08:51:10
6,66,86,1598950405,2020-09-01 08:53:25
6,66,85,1598950557,2020-09-01 08:55:57
6,66,84,1598950725,2020-09-01 08:58:45
6,66,83,1598950883,2020-09-01 09:01:23
6,66,82,1598951004,2020-09-01 09:03:24
6,66,81,1598951126,2020-09-01 09:05:26
6,66,74,1598951271,2020-09-01 09:07:51
6,66,75,1598951397,2020-09-01 09:09:57
6,66,76,1598951529,2020-09-01 09:12:09
6,66,77,1598951675,2020-09-01 09:14:35
6,66,78,1598951849,2020-09-01 09:17:29
6,66,79,1598952029,2020-09-01 09:20:29
6,66,80,1598952156,2020-09-01 09:22:36
6,66,81,1598952305,2020-09-01 09:25:05
6,66,82,1598952444,2020-09-01 09:27:24
6,66,83,1598952614,2020-09-01 09:30:14
6,66,84,1598952757,2020-09-01 09:32:37
6,66,85,1598952897,2020-09-01 09:34:57
6,66,201,1598953056,2020-09-01 09:37:36
6,66,93,1598953202,2020-09-01 09:40:02
6,66,92,1598953332,2020-09-01 09:42:12
6,66,91,1598953512,2020-09-01 09:45:12
6,66,90,1598953661,2020-09-01 09:47:41
6,66,89,1598953827,2020-09-01 09:50:27
6,66,88,1598953955,2020-09-01 09:52:35
6,66,87,1598954134,2020-09-01 09:55:34
6,66,86,1598954257,2020-09-01 09:57:37
6,66,85,1598954431,2020-09-01 10:00:31
6,66,84,1598954605,2020-09-01 10:03:25
6,66,83,1598954749,2020-09-01 10:05:49
6,66,82,1598954896,2020-09-01 10:08:16
6,66,81,1598955063,2020-09-01 10:11:03
6,66,74,1598955198,2020-09-01 10:13:18
6,66,75,1598955346,2020-09-01 10:15:46
6,66,76,1598955479,2020-09-01 10:17:59
6,66,77,1598955631,2020-09-01 10:20:31
6,66,78,1598955798,2020-09-01 10:23:18
6,66,79,1598955964,2020-09-01 10:26:04
6,66,80,1598956114,2020-09-01 10:28:34
6,66,81,1598956269,2020-09-01 10:31:09
6,66,82,1598956422,2020-09-01 10:33:42
6,66,83,1598956561,2020-09-01 10:36:01
6,66,84,1598956730,2020-09-01 10:38:50
6,66,85,1598956861,2020-09-01 10:41:01
6,66,201,1598957023,2020-09-01 10:43:43
6,66,93,1598957188,2020-09-01 10:46:28
6,66,92,1598957347,2020-09-01 10:49:07
