line_id,train_id,station_id,timestamp,dt
9,99,137,1598939430,2020-09-01 05:50:30
9,99,138,1598939575,2020-09-01 05:52:55
9,99,139,1598939750,2020-09-01 05:55:50
9,99,140,1598939922,2020-09-01 05:58:42
9,99,141,1598940059,2020-09-01 06:00:59
9,99,142,1598940201,2020-09-01 06:03:21
9,99,143,1598940351,2020-09-01 06:05:51
9,99,144,1598940493,2020-09-01 06:08:13
9,99,145,1598940654,2020-09-01 06:10:54
9,99,146,1598940817,2020-09-01 06:13:37
9,99,147,1598940944,2020-09-01 06:15:44
9,99,148,1598941096,2020-09-01 06:18:16
9,99,149,1598941247,2020-09-01 06:20:47
9,99,150,1598941427,2020-09-01 06:23:47
9,99,151,1598941605,2020-09-01 06:26:45
9,99,152,1598941764,2020-09-01 06:29:24
9,99,153,1598941914,2020-09-01 06:31:54
9,99,154,1598942068,2020-09-01 06:34:28
9,99,155,1598942226,2020-09-01 06:37:06
9,99,156,1598942403,2020-09-01 06:40:03
9,99,157,1598942554,2020-09-01 06:42:34
9,99,158,1598942728,2020-09-01 06:45:28
9,99,159,1598942908,2020-09-01 06:48:28
9,99,160,1598943039,2020-09-01 06:50:39
9,99,161,1598943165,2020-09-01 06:52:45
9,99,152,1598943301,2020-09-01 06:55:01
9,99,151,1598943471,2020-09-01 06:57:51
9,99,150,1598943603,2020-09-01 07:00:03
9,99,149,1598943756,2020-09-01 07:02:36
9,99,148,1598943890,2020-09-01 07:04:50
9,99,147,1598944056,2020-09-01 07:07:36
9,99,146,1598944177,2020-09-01 07:09:37
9,99,145,1598944354,2020-09-01 07:12:34
9,99,144,1598944493,2020-09-01 07:14:53
9,99,143,1598944614,2020-09-01 07:16:54
9,99,142,1598944756,2020-09-01 07:19:16
9,99,141,1598944912,2020-09-01 07:21:52
9,99,140,1598945062,2020-09-01 07:24:22
9,99,139,1598945240,2020-09-01 07:27:20
9,99,138,1598945401,2020-09-01 07:30:01
9,99,137,1598945543,2020-09-01 07:32:23
9,99,136,1598945722,2020-09-01 07:35:22
9,99,135,1598945871,2020-09-01 07:37:51
9,99,134,1598945993,2020-09-01 07:39:53
9,99,133,1598946149,2020-09-01 07:42:29
9,99,132,1598946285,2020-09-01 07:44:45
9,99,131,1598946405,2020-09-01 07:46:45
9,99,130,1598946557,2020-09-01 07:49:17
9,99,129,1598946679,2020-09-01 07:51:19
9,99,128,1598946855,2020-09-01 07:54:15
9,99,137,1598947032,2020-09-01 07:57:12
9,99,138,1598947205,2020-09-01 08:00:05
9,99,139,1598947376,2020-09-01 08:02:56
9,99,140,1598947512,2020-09-01 08:05:12
9,99,141,1598947638,2020-09-01 08:07:18
9,99,142,1598947769,2020-09-01 08:09:29
9,99,143,1598947929,2020-09-01 08:12:09
9,99,144,1598948108,2020-09-01 08:15:08
9,99,145,1598948253,2020-09-01 08:17:33
9,99,146,1598948387,2020-09-01 08:19:47
9,99,147,1598948557,2020-09-01 08:22:37
9,99,148,1598948702,2020-09-01 08:25:02
9,99,149,1598948827,2020-09-01 08:27:07
9,99,150,1598948979,2020-09-01 08:29:39
9,99,151,1598949146,2020-09-01 08:32:26
9,99,152,1598949306,2020-09-01 08:35:06
9,99,153,1598949482,2020-09-01 08:38:02
9,99,154,1598949618,2020-09-01 08:40:18
9,99,155,1598949792,2020-09-01 08:43:12
9,99,156,1598949969,2020-09-01 08:46:09
9,99,157,1598950110,2020-09-01 08:48:30
9,99,158,1598950280,2020-09-01 08:51:20
9,99,159,1598950401,2020-09-01 08:53:21
9,99,160,1598950541,2020-09-01 08:55:41
9,99,161,1598950709,2020-09-01 08:58:29
9,99,152,1598950868,2020-09-01 09:01:08
9,99,151,1598951018,2020-09-01 09:03:38
9,99,150,1598951158,2020-09-01 09:05:58
9,99,149,1598951283,2020-09-01 09:08:03
9,99,148,1598951418,2020-09-01 09:10:18
9,99,147,1598951596,2020-09-01 09:13:16
9,99,146,1598951750,2020-09-01 09:15:50
9,99,145,1598951920,2020-09-01 09:18:40
9,99,144,1598952063,2020-09-01 09:21:03
9,99,143,1598952241,2020-09-01 09:24:01
9,99,142,1598952374,2020-09-01 09:26:14
9,99,141,1598952551,2020-09-01 09:29:11
9,99,140,1598952725,2020-09-01 09:32:05
9,99,139,1598952883,2020-09-01 09:34:43
9,99,138,1598953019,2020-09-01 09:36:59
9,99,137,1598953166,2020-09-01 09:39:26
9,99,136,1598953344,2020-09-01 09:42:24
9,99,135,1598953517,2020-09-01 09:45:17
9,99,134,1598953644,2020-09-01 09:47:24
9,99,133,1598953785,2020-09-01 09:49:45
9,99,132,1598953948,2020-09-01 09:52:28
9,99,131,1598954085,2020-09-01 09:54:45
9,99,130,1598954247,2020-09-01 09:57:27
9,99,129,1598954426,2020-09-01 10:00:26
9,99,128,1598954597,2020-09-01 10:03:17
9,99,137,1598954758,2020-09-01 10:05:58
9,99,138,1598954887,2020-09-01 10:08:07
9,99,139,1598955048,2020-09-01 10:10:48
9,99,140,1598955171,2020-09-01 10:12:51
9,99,141,1598955343,2020-09-01 10:15:43
9,99,142,1598955475,2020-09-01 10:17:55
9,99,143,1598955652,2020-09-01 10:20:52
9,99,144,1598955785,2020-09-01 10:23:05
9,99,145,1598955947,2020-09-01 10:25:47
9,99,146,1598956083,2020-09-01 10:28:03
9,99,147,1598956214,2020-09-01 10:30:14
9,99,148,1598956392,2020-09-01 10:33:12
9,99,149,1598956541,2020-09-01 10:35:41
9,99,150,1598956700,2020-09-01 10:38:20
9,99,151,1598956820,2020-09-01 10:40:20
9,99,152,1598956977,2020-09-01 10:42:57
9,99,153,1598957129,2020-09-01 10:45:29
9,99,154,1598957273,2020-09-01 10:47:53
9,99,155,1598957413,2020-09-01 10:50:13
9,99,156,1598957562,2020-09-01 10:52:42
9,99,157,1598957738,2020-09-01 10:55:38
9,99,158,1598957915,2020-09-01 10:58:35
9,99,159,1598958062,2020-09-01 11:01:02
9,99,160,1598958221,2020-09-01 11:03:41
9,99,161,1598958348,2020-09-01 11:05:48
9,99,152,1598958522,2020-09-01 11:08:42
9,99,151,1598958656,2020-09-01 11:10:56
9,99,150,1598958804,2020-09-01 11:13:24
9,99,149,1598958930,2020-09-01 11:15:30
9,99,148,1598959105,2020-09-01 11:18:25
9,99,147,1598959259,2020-09-01 11:20:59
9,99,146,1598959388,2020-09-01 11:23:08
9,99,145,1598959510,2020-09-01 11:25:10
9,99,144,1598959688,2020-09-01 11:28:08
9,99,143,1598959812,2020-09-01 11:30:12
9,99,142,1598959953,2020-09-01 11:32:33
9,99,141,1598960111,2020-09-01 11:35:11
9,99,140,1598960286,2020-09-01 11:38:06
9,99,139,1598960407,2020-09-01 11:40:07
9,99,138,1598960572,2020-09-01 11:42:52
9,99,137,1598960745,2020-09-01 11:45:45
9,99,136,1598960883,2020-09-01 11:48:03
9,99,135,1598961047,2020-09-01 11:50:47
9,99,134,1598961192,2020-09-01 11:53:12
9,99,133,1598961323,2020-09-01 11:55:23
9,99,132,1598961467,2020-09-01 11:57:47
9,99,131,1598961610,2020-09-01 12:00:10
9,99,130,1598961743,2020-09-01 12:02:23
9,99,129,1598961883,2020-09-01 12:04:43
9,99,128,1598962021,2020-09-01 12:07:01
9,99,137,1598962174,2020-09-01 12:09:34
