user_id,stst_id,stopst_id,start_ts,end_ts,start_dt,end_dt
5114ef923f1769cf0eabd709c783d017,187,188,1599894289,1599894469,2020-09-12 07:04:49,2020-09-12 07:07:49
5114ef923f1769cf0eabd709c783d017,191,191,1599211293,1599211293,2020-09-04 09:21:33,2020-09-04 09:21:33
5114ef923f1769cf0eabd709c783d017,187,187,1599430836,1599430836,2020-09-06 22:20:36,2020-09-06 22:20:36
5114ef923f1769cf0eabd709c783d017,189,191,1598965553,1598965913,2020-09-01 13:05:53,2020-09-01 13:11:53
5114ef923f1769cf0eabd709c783d017,188,187,1599458712,1599458892,2020-09-07 06:05:12,2020-09-07 06:08:12
5114ef923f1769cf0eabd709c783d017,187,189,1600042390,1600042750,2020-09-14 00:13:10,2020-09-14 00:19:10
5114ef923f1769cf0eabd709c783d017,189,189,1599164079,1599164079,2020-09-03 20:14:39,2020-09-03 20:14:39
5114ef923f1769cf0eabd709c783d017,190,189,1599488911,1599489091,2020-09-07 14:28:31,2020-09-07 14:31:31
5114ef923f1769cf0eabd709c783d017,188,189,1599646690,1599646870,2020-09-09 10:18:10,2020-09-09 10:21:10
5114ef923f1769cf0eabd709c783d017,190,192,1600035376,1600035736,2020-09-13 22:16:16,2020-09-13 22:22:16
5114ef923f1769cf0eabd709c783d017,192,187,1599846257,1599847157,2020-09-11 17:44:17,2020-09-11 17:59:17
5114ef923f1769cf0eabd709c783d017,192,190,1599565425,1599565785,2020-09-08 11:43:45,2020-09-08 11:49:45
5114ef923f1769cf0eabd709c783d017,190,191,1599992465,1599992645,2020-09-13 10:21:05,2020-09-13 10:24:05
5114ef923f1769cf0eabd709c783d017,187,191,1599161521,1599162241,2020-09-03 19:32:01,2020-09-03 19:44:01
5114ef923f1769cf0eabd709c783d017,190,187,1599072951,1599073491,2020-09-02 18:55:51,2020-09-02 19:04:51
5114ef923f1769cf0eabd709c783d017,189,190,1599676159,1599676339,2020-09-09 18:29:19,2020-09-09 18:32:19
5114ef923f1769cf0eabd709c783d017,191,189,1599222752,1599223112,2020-09-04 12:32:32,2020-09-04 12:38:32
5114ef923f1769cf0eabd709c783d017,189,192,1599168348,1599168888,2020-09-03 21:25:48,2020-09-03 21:34:48
5114ef923f1769cf0eabd709c783d017,189,192,1598968044,1598968584,2020-09-01 13:47:24,2020-09-01 13:56:24
5114ef923f1769cf0eabd709c783d017,188,187,1599504655,1599504835,2020-09-07 18:50:55,2020-09-07 18:53:55
5114ef923f1769cf0eabd709c783d017,189,187,1599002467,1599002827,2020-09-01 23:21:07,2020-09-01 23:27:07
5114ef923f1769cf0eabd709c783d017,188,188,1599054089,1599054089,2020-09-02 13:41:29,2020-09-02 13:41:29
5114ef923f1769cf0eabd709c783d017,187,190,1599956116,1599956656,2020-09-13 00:15:16,2020-09-13 00:24:16
5114ef923f1769cf0eabd709c783d017,191,189,1599332543,1599332903,2020-09-05 19:02:23,2020-09-05 19:08:23
5114ef923f1769cf0eabd709c783d017,189,187,1599779397,1599779757,2020-09-10 23:09:57,2020-09-10 23:15:57
5114ef923f1769cf0eabd709c783d017,188,189,1599729029,1599729209,2020-09-10 09:10:29,2020-09-10 09:13:29
5114ef923f1769cf0eabd709c783d017,188,189,1599749037,1599749217,2020-09-10 14:43:57,2020-09-10 14:46:57
5114ef923f1769cf0eabd709c783d017,192,191,1599891732,1599891912,2020-09-12 06:22:12,2020-09-12 06:25:12
5114ef923f1769cf0eabd709c783d017,190,189,1599913867,1599914047,2020-09-12 12:31:07,2020-09-12 12:34:07
5114ef923f1769cf0eabd709c783d017,191,188,1599591434,1599591974,2020-09-08 18:57:14,2020-09-08 19:06:14
5114ef923f1769cf0eabd709c783d017,188,189,1599236572,1599236752,2020-09-04 16:22:52,2020-09-04 16:25:52
169f8860906dab085400f7524571ce49,192,187,1599149137,1599150037,2020-09-03 16:05:37,2020-09-03 16:20:37
4a761b28d2fcd7d19c1fadd015abc4f2,189,187,1599132623,1599132983,2020-09-03 11:30:23,2020-09-03 11:36:23
4a761b28d2fcd7d19c1fadd015abc4f2,187,189,1599476217,1599476577,2020-09-07 10:56:57,2020-09-07 11:02:57
4a761b28d2fcd7d19c1fadd015abc4f2,190,187,1600004689,1600005229,2020-09-13 13:44:49,2020-09-13 13:53:49
4a761b28d2fcd7d19c1fadd015abc4f2,192,192,1599110095,1599110095,2020-09-03 05:14:55,2020-09-03 05:14:55
4a761b28d2fcd7d19c1fadd015abc4f2,187,188,1599392287,1599392467,2020-09-06 11:38:07,2020-09-06 11:41:07
4a761b28d2fcd7d19c1fadd015abc4f2,187,187,1599448628,1599448628,2020-09-07 03:17:08,2020-09-07 03:17:08
4a761b28d2fcd7d19c1fadd015abc4f2,187,187,1600050510,1600050510,2020-09-14 02:28:30,2020-09-14 02:28:30
4a761b28d2fcd7d19c1fadd015abc4f2,189,187,1599148880,1599149240,2020-09-03 16:01:20,2020-09-03 16:07:20
4a761b28d2fcd7d19c1fadd015abc4f2,188,189,1599688614,1599688794,2020-09-09 21:56:54,2020-09-09 21:59:54
4a761b28d2fcd7d19c1fadd015abc4f2,189,191,1599851563,1599851923,2020-09-11 19:12:43,2020-09-11 19:18:43
4a761b28d2fcd7d19c1fadd015abc4f2,192,187,1599438847,1599439747,2020-09-07 00:34:07,2020-09-07 00:49:07
4a761b28d2fcd7d19c1fadd015abc4f2,187,191,1599163680,1599164400,2020-09-03 20:08:00,2020-09-03 20:20:00
4a761b28d2fcd7d19c1fadd015abc4f2,192,190,1599293441,1599293801,2020-09-05 08:10:41,2020-09-05 08:16:41
4a761b28d2fcd7d19c1fadd015abc4f2,190,188,1599628639,1599628999,2020-09-09 05:17:19,2020-09-09 05:23:19
4a761b28d2fcd7d19c1fadd015abc4f2,192,190,1598942371,1598942731,2020-09-01 06:39:31,2020-09-01 06:45:31
4a761b28d2fcd7d19c1fadd015abc4f2,190,189,1600028816,1600028996,2020-09-13 20:26:56,2020-09-13 20:29:56
4a761b28d2fcd7d19c1fadd015abc4f2,191,187,1599532254,1599532974,2020-09-08 02:30:54,2020-09-08 02:42:54
4a761b28d2fcd7d19c1fadd015abc4f2,192,192,1600041336,1600041336,2020-09-13 23:55:36,2020-09-13 23:55:36
