line_id,train_id,station_id,timestamp,dt
15,165,217,1598939443,2020-09-01 05:50:43
15,165,218,1598939604,2020-09-01 05:53:24
15,165,219,1598939775,2020-09-01 05:56:15
15,165,220,1598939954,2020-09-01 05:59:14
15,165,222,1598940088,2020-09-01 06:01:28
15,165,223,1598940259,2020-09-01 06:04:19
15,165,224,1598940392,2020-09-01 06:06:32
15,165,225,1598940571,2020-09-01 06:09:31
15,165,263,1598940706,2020-09-01 06:11:46
15,165,266,1598940843,2020-09-01 06:14:03
15,165,267,1598941006,2020-09-01 06:16:46
15,165,269,1598941167,2020-09-01 06:19:27
15,165,301,1598941298,2020-09-01 06:21:38
15,165,302,1598941452,2020-09-01 06:24:12
15,165,268,1598941591,2020-09-01 06:26:31
15,165,267,1598941758,2020-09-01 06:29:18
15,165,266,1598941914,2020-09-01 06:31:54
15,165,265,1598942084,2020-09-01 06:34:44
15,165,264,1598942220,2020-09-01 06:37:00
15,165,263,1598942364,2020-09-01 06:39:24
15,165,262,1598942531,2020-09-01 06:42:11
15,165,261,1598942656,2020-09-01 06:44:16
15,165,260,1598942808,2020-09-01 06:46:48
15,165,259,1598942941,2020-09-01 06:49:01
15,165,258,1598943088,2020-09-01 06:51:28
15,165,257,1598943260,2020-09-01 06:54:20
15,165,256,1598943437,2020-09-01 06:57:17
15,165,255,1598943591,2020-09-01 06:59:51
15,165,217,1598943765,2020-09-01 07:02:45
15,165,218,1598943901,2020-09-01 07:05:01
15,165,219,1598944065,2020-09-01 07:07:45
15,165,220,1598944199,2020-09-01 07:09:59
15,165,222,1598944375,2020-09-01 07:12:55
15,165,223,1598944526,2020-09-01 07:15:26
15,165,224,1598944657,2020-09-01 07:17:37
15,165,225,1598944782,2020-09-01 07:19:42
15,165,263,1598944945,2020-09-01 07:22:25
15,165,266,1598945083,2020-09-01 07:24:43
15,165,267,1598945231,2020-09-01 07:27:11
15,165,269,1598945382,2020-09-01 07:29:42
15,165,301,1598945526,2020-09-01 07:32:06
15,165,302,1598945677,2020-09-01 07:34:37
15,165,268,1598945848,2020-09-01 07:37:28
15,165,267,1598946020,2020-09-01 07:40:20
15,165,266,1598946187,2020-09-01 07:43:07
15,165,265,1598946350,2020-09-01 07:45:50
15,165,264,1598946528,2020-09-01 07:48:48
15,165,263,1598946675,2020-09-01 07:51:15
15,165,262,1598946826,2020-09-01 07:53:46
15,165,261,1598946951,2020-09-01 07:55:51
