user_id,stst_id,stopst_id,start_ts,end_ts,start_dt,end_dt
7a96682befab32674d1ad360c4b1a706,16,308,1599816129,1599817749,2020-09-11 09:22:09,2020-09-11 09:49:09
7a96682befab32674d1ad360c4b1a706,268,2,1598971037,1598974997,2020-09-01 14:37:17,2020-09-01 15:43:17
7a96682befab32674d1ad360c4b1a706,9,310,1600049345,1600052585,2020-09-14 02:09:05,2020-09-14 03:03:05
7a96682befab32674d1ad360c4b1a706,195,5,1600019240,1600022300,2020-09-13 17:47:20,2020-09-13 18:38:20
7a96682befab32674d1ad360c4b1a706,311,18,1599325025,1599326825,2020-09-05 16:57:05,2020-09-05 17:27:05
7a96682befab32674d1ad360c4b1a706,12,9,1599677134,1599677674,2020-09-09 18:45:34,2020-09-09 18:54:34
7a96682befab32674d1ad360c4b1a706,15,3,1599383119,1599385279,2020-09-06 09:05:19,2020-09-06 09:41:19
41472bce5ef3e633b308d92aaf077c81,9,193,1599649377,1599651357,2020-09-09 11:02:57,2020-09-09 11:35:57
41472bce5ef3e633b308d92aaf077c81,16,193,1599806960,1599807680,2020-09-11 06:49:20,2020-09-11 07:01:20
41472bce5ef3e633b308d92aaf077c81,7,2,1599880278,1599881178,2020-09-12 03:11:18,2020-09-12 03:26:18
41472bce5ef3e633b308d92aaf077c81,309,16,1599979469,1599981269,2020-09-13 06:44:29,2020-09-13 07:14:29
41472bce5ef3e633b308d92aaf077c81,309,268,1599332272,1599332632,2020-09-05 18:57:52,2020-09-05 19:03:52
41472bce5ef3e633b308d92aaf077c81,6,311,1599635613,1599639573,2020-09-09 07:13:33,2020-09-09 08:19:33
41472bce5ef3e633b308d92aaf077c81,309,1,1599648324,1599652824,2020-09-09 10:45:24,2020-09-09 12:00:24
41472bce5ef3e633b308d92aaf077c81,6,194,1599732919,1599735619,2020-09-10 10:15:19,2020-09-10 11:00:19
41472bce5ef3e633b308d92aaf077c81,12,8,1599946129,1599946849,2020-09-12 21:28:49,2020-09-12 21:40:49
41472bce5ef3e633b308d92aaf077c81,19,15,1599730730,1599731450,2020-09-10 09:38:50,2020-09-10 09:50:50
874a23e28577059dc6f52fbc3548290b,6,309,1599587120,1599590720,2020-09-08 17:45:20,2020-09-08 18:45:20
874a23e28577059dc6f52fbc3548290b,4,2,1599911337,1599911697,2020-09-12 11:48:57,2020-09-12 11:54:57
874a23e28577059dc6f52fbc3548290b,17,2,1599323502,1599326202,2020-09-05 16:31:42,2020-09-05 17:16:42
874a23e28577059dc6f52fbc3548290b,194,310,1599870212,1599871292,2020-09-12 00:23:32,2020-09-12 00:41:32
874a23e28577059dc6f52fbc3548290b,14,12,1599826594,1599826954,2020-09-11 12:16:34,2020-09-11 12:22:34
874a23e28577059dc6f52fbc3548290b,4,11,1599357228,1599358488,2020-09-06 01:53:48,2020-09-06 02:14:48
874a23e28577059dc6f52fbc3548290b,195,309,1599633886,1599634606,2020-09-09 06:44:46,2020-09-09 06:56:46
874a23e28577059dc6f52fbc3548290b,7,268,1599594166,1599597226,2020-09-08 19:42:46,2020-09-08 20:33:46
874a23e28577059dc6f52fbc3548290b,9,11,1598971241,1598971601,2020-09-01 14:40:41,2020-09-01 14:46:41
874a23e28577059dc6f52fbc3548290b,11,194,1599869582,1599871382,2020-09-12 00:13:02,2020-09-12 00:43:02
874a23e28577059dc6f52fbc3548290b,311,13,1599544625,1599547325,2020-09-08 05:57:05,2020-09-08 06:42:05
874a23e28577059dc6f52fbc3548290b,7,19,1599440806,1599442966,2020-09-07 01:06:46,2020-09-07 01:42:46
874a23e28577059dc6f52fbc3548290b,1,7,1599125224,1599126304,2020-09-03 09:27:04,2020-09-03 09:45:04
874a23e28577059dc6f52fbc3548290b,8,19,1599757647,1599759627,2020-09-10 17:07:27,2020-09-10 17:40:27
874a23e28577059dc6f52fbc3548290b,10,221,1599975688,1599978028,2020-09-13 05:41:28,2020-09-13 06:20:28
874a23e28577059dc6f52fbc3548290b,16,308,1599716576,1599718196,2020-09-10 05:42:56,2020-09-10 06:09:56
874a23e28577059dc6f52fbc3548290b,19,7,1599486439,1599488599,2020-09-07 13:47:19,2020-09-07 14:23:19
874a23e28577059dc6f52fbc3548290b,19,2,1599202788,1599205848,2020-09-04 06:59:48,2020-09-04 07:50:48
ba9ab6b4668cafec15f09c5efca74990,11,5,1599712936,1599714016,2020-09-10 04:42:16,2020-09-10 05:00:16
ba9ab6b4668cafec15f09c5efca74990,11,1,1599810020,1599811820,2020-09-11 07:40:20,2020-09-11 08:10:20
ba9ab6b4668cafec15f09c5efca74990,3,310,1599878561,1599882881,2020-09-12 02:42:41,2020-09-12 03:54:41
ba9ab6b4668cafec15f09c5efca74990,308,1,1599707413,1599711733,2020-09-10 03:10:13,2020-09-10 04:22:13
ba9ab6b4668cafec15f09c5efca74990,308,14,1599776209,1599778189,2020-09-10 22:16:49,2020-09-10 22:49:49
ba9ab6b4668cafec15f09c5efca74990,310,194,1599325660,1599326740,2020-09-05 17:07:40,2020-09-05 17:25:40
ba9ab6b4668cafec15f09c5efca74990,221,13,1599472044,1599473844,2020-09-07 09:47:24,2020-09-07 10:17:24
ba9ab6b4668cafec15f09c5efca74990,10,16,1599059117,1599060197,2020-09-02 15:05:17,2020-09-02 15:23:17
ba9ab6b4668cafec15f09c5efca74990,2,11,1599937613,1599939233,2020-09-12 19:06:53,2020-09-12 19:33:53
ba9ab6b4668cafec15f09c5efca74990,11,268,1599906940,1599909280,2020-09-12 10:35:40,2020-09-12 11:14:40
ba9ab6b4668cafec15f09c5efca74990,311,7,1598999489,1599003269,2020-09-01 22:31:29,2020-09-01 23:34:29
ba9ab6b4668cafec15f09c5efca74990,194,13,1600028956,1600030396,2020-09-13 20:29:16,2020-09-13 20:53:16
ba9ab6b4668cafec15f09c5efca74990,194,308,1599399322,1599400042,2020-09-06 13:35:22,2020-09-06 13:47:22
84d3c4ee461aa1dc04c2df192045ce18,18,193,1599162468,1599162828,2020-09-03 19:47:48,2020-09-03 19:53:48
84d3c4ee461aa1dc04c2df192045ce18,195,309,1599309864,1599310584,2020-09-05 12:44:24,2020-09-05 12:56:24
84d3c4ee461aa1dc04c2df192045ce18,193,8,1599044680,1599046840,2020-09-02 11:04:40,2020-09-02 11:40:40
84d3c4ee461aa1dc04c2df192045ce18,8,8,1599676799,1599676799,2020-09-09 18:39:59,2020-09-09 18:39:59
84d3c4ee461aa1dc04c2df192045ce18,19,311,1599159587,1599161207,2020-09-03 18:59:47,2020-09-03 19:26:47
84d3c4ee461aa1dc04c2df192045ce18,2,308,1599250118,1599254258,2020-09-04 20:08:38,2020-09-04 21:17:38
84d3c4ee461aa1dc04c2df192045ce18,309,9,1599925864,1599928924,2020-09-12 15:51:04,2020-09-12 16:42:04
84d3c4ee461aa1dc04c2df192045ce18,13,1,1599517575,1599519735,2020-09-07 22:26:15,2020-09-07 23:02:15
84d3c4ee461aa1dc04c2df192045ce18,2,19,1599142392,1599145452,2020-09-03 14:13:12,2020-09-03 15:04:12
84d3c4ee461aa1dc04c2df192045ce18,8,7,1599308135,1599308315,2020-09-05 12:15:35,2020-09-05 12:18:35
84d3c4ee461aa1dc04c2df192045ce18,3,17,1599711714,1599714234,2020-09-10 04:21:54,2020-09-10 05:03:54
84d3c4ee461aa1dc04c2df192045ce18,311,5,1599065817,1599069957,2020-09-02 16:56:57,2020-09-02 18:05:57
84d3c4ee461aa1dc04c2df192045ce18,195,11,1599622716,1599624696,2020-09-09 03:38:36,2020-09-09 04:11:36
84d3c4ee461aa1dc04c2df192045ce18,308,3,1599209983,1599213943,2020-09-04 08:59:43,2020-09-04 10:05:43
84d3c4ee461aa1dc04c2df192045ce18,310,8,1599680663,1599684083,2020-09-09 19:44:23,2020-09-09 20:41:23
84d3c4ee461aa1dc04c2df192045ce18,309,194,1599066429,1599067329,2020-09-02 17:07:09,2020-09-02 17:22:09
84d3c4ee461aa1dc04c2df192045ce18,195,10,1599092565,1599094725,2020-09-03 00:22:45,2020-09-03 00:58:45
84d3c4ee461aa1dc04c2df192045ce18,13,9,1599080033,1599080753,2020-09-02 20:53:53,2020-09-02 21:05:53
84d3c4ee461aa1dc04c2df192045ce18,3,310,1599179119,1599183439,2020-09-04 00:25:19,2020-09-04 01:37:19
72d744596cd265c203baa068fa7afb1b,6,16,1600034196,1600035996,2020-09-13 21:56:36,2020-09-13 22:26:36
72d744596cd265c203baa068fa7afb1b,12,11,1599345316,1599345496,2020-09-05 22:35:16,2020-09-05 22:38:16
72d744596cd265c203baa068fa7afb1b,4,2,1599927946,1599928306,2020-09-12 16:25:46,2020-09-12 16:31:46
72d744596cd265c203baa068fa7afb1b,309,18,1599311704,1599313144,2020-09-05 13:15:04,2020-09-05 13:39:04
f5c454595dc08c16f953a986969f2118,2,3,1599406495,1599406675,2020-09-06 15:34:55,2020-09-06 15:37:55
f5c454595dc08c16f953a986969f2118,13,14,1599611103,1599611283,2020-09-09 00:25:03,2020-09-09 00:28:03
f5c454595dc08c16f953a986969f2118,9,19,1599134234,1599136034,2020-09-03 11:57:14,2020-09-03 12:27:14
f5c454595dc08c16f953a986969f2118,7,3,1599226063,1599226783,2020-09-04 13:27:43,2020-09-04 13:39:43
f5c454595dc08c16f953a986969f2118,4,195,1599770139,1599773379,2020-09-10 20:35:39,2020-09-10 21:29:39
f5c454595dc08c16f953a986969f2118,10,11,1599690232,1599690412,2020-09-09 22:23:52,2020-09-09 22:26:52
f5c454595dc08c16f953a986969f2118,5,309,1599267183,1599270963,2020-09-05 00:53:03,2020-09-05 01:56:03
f5c454595dc08c16f953a986969f2118,4,2,1599180367,1599180727,2020-09-04 00:46:07,2020-09-04 00:52:07
f5c454595dc08c16f953a986969f2118,12,12,1599035762,1599035762,2020-09-02 08:36:02,2020-09-02 08:36:02
f5c454595dc08c16f953a986969f2118,309,12,1599456082,1599458602,2020-09-07 05:21:22,2020-09-07 06:03:22
f5c454595dc08c16f953a986969f2118,14,309,1599711390,1599713550,2020-09-10 04:16:30,2020-09-10 04:52:30
f5c454595dc08c16f953a986969f2118,308,194,1598952720,1598953440,2020-09-01 09:32:00,2020-09-01 09:44:00
2aa891c3972283617a99882912d95127,7,268,1599059268,1599062328,2020-09-02 15:07:48,2020-09-02 15:58:48
2aa891c3972283617a99882912d95127,9,1,1599358848,1599360288,2020-09-06 02:20:48,2020-09-06 02:44:48
2aa891c3972283617a99882912d95127,3,18,1599160112,1599162812,2020-09-03 19:08:32,2020-09-03 19:53:32
2aa891c3972283617a99882912d95127,309,9,1599254042,1599257102,2020-09-04 21:14:02,2020-09-04 22:05:02
2aa891c3972283617a99882912d95127,17,310,1599238077,1599239877,2020-09-04 16:47:57,2020-09-04 17:17:57
2aa891c3972283617a99882912d95127,5,195,1599892444,1599895504,2020-09-12 06:34:04,2020-09-12 07:25:04
2aa891c3972283617a99882912d95127,309,10,1599220141,1599223021,2020-09-04 11:49:01,2020-09-04 12:37:01
2aa891c3972283617a99882912d95127,15,309,1599080169,1599082149,2020-09-02 20:56:09,2020-09-02 21:29:09
2aa891c3972283617a99882912d95127,18,221,1599451850,1599452750,2020-09-07 04:10:50,2020-09-07 04:25:50
2aa891c3972283617a99882912d95127,2,4,1599647686,1599648046,2020-09-09 10:34:46,2020-09-09 10:40:46
2aa891c3972283617a99882912d95127,311,14,1599291222,1599293742,2020-09-05 07:33:42,2020-09-05 08:15:42
2aa891c3972283617a99882912d95127,5,1,1599528637,1599529357,2020-09-08 01:30:37,2020-09-08 01:42:37
2aa891c3972283617a99882912d95127,10,12,1599132307,1599132667,2020-09-03 11:25:07,2020-09-03 11:31:07
2aa891c3972283617a99882912d95127,308,2,1598995291,1598999431,2020-09-01 21:21:31,2020-09-01 22:30:31
2aa891c3972283617a99882912d95127,311,17,1599083943,1599085923,2020-09-02 21:59:03,2020-09-02 22:32:03
2aa891c3972283617a99882912d95127,1,17,1599757444,1599760324,2020-09-10 17:04:04,2020-09-10 17:52:04
2aa891c3972283617a99882912d95127,19,308,1599125756,1599126836,2020-09-03 09:35:56,2020-09-03 09:53:56
2aa891c3972283617a99882912d95127,309,221,1599064358,1599064898,2020-09-02 16:32:38,2020-09-02 16:41:38
2aa891c3972283617a99882912d95127,10,19,1599746899,1599748519,2020-09-10 14:08:19,2020-09-10 14:35:19
2aa891c3972283617a99882912d95127,19,9,1599410975,1599412775,2020-09-06 16:49:35,2020-09-06 17:19:35
2aa891c3972283617a99882912d95127,14,195,1599707369,1599708809,2020-09-10 03:09:29,2020-09-10 03:33:29
2aa891c3972283617a99882912d95127,9,14,1598945076,1598945976,2020-09-01 07:24:36,2020-09-01 07:39:36
2aa891c3972283617a99882912d95127,14,268,1599321319,1599323119,2020-09-05 15:55:19,2020-09-05 16:25:19
2aa891c3972283617a99882912d95127,309,193,1599505947,1599507027,2020-09-07 19:12:27,2020-09-07 19:30:27
2aa891c3972283617a99882912d95127,268,6,1599631434,1599634674,2020-09-09 06:03:54,2020-09-09 06:57:54
2aa891c3972283617a99882912d95127,18,4,1599013183,1599015703,2020-09-02 02:19:43,2020-09-02 03:01:43
2aa891c3972283617a99882912d95127,1,3,1599090782,1599091142,2020-09-02 23:53:02,2020-09-02 23:59:02
2aa891c3972283617a99882912d95127,311,1,1599514330,1599519190,2020-09-07 21:32:10,2020-09-07 22:53:10
2aa891c3972283617a99882912d95127,8,1,1599380581,1599381841,2020-09-06 08:23:01,2020-09-06 08:44:01
2aa891c3972283617a99882912d95127,19,12,1599812261,1599813521,2020-09-11 08:17:41,2020-09-11 08:38:41
2aa891c3972283617a99882912d95127,5,17,1599976235,1599978395,2020-09-13 05:50:35,2020-09-13 06:26:35
2aa891c3972283617a99882912d95127,3,2,1599981271,1599981451,2020-09-13 07:14:31,2020-09-13 07:17:31
2aa891c3972283617a99882912d95127,17,221,1599254943,1599256023,2020-09-04 21:29:03,2020-09-04 21:47:03
2aa891c3972283617a99882912d95127,5,309,1599877412,1599881192,2020-09-12 02:23:32,2020-09-12 03:26:32
2aa891c3972283617a99882912d95127,308,14,1599254967,1599256947,2020-09-04 21:29:27,2020-09-04 22:02:27
2765e68db921a7b2a62a87c6a8461c25,14,10,1599381526,1599382246,2020-09-06 08:38:46,2020-09-06 08:50:46
2765e68db921a7b2a62a87c6a8461c25,268,5,1599292644,1599296064,2020-09-05 07:57:24,2020-09-05 08:54:24
2765e68db921a7b2a62a87c6a8461c25,194,19,1599136667,1599137027,2020-09-03 12:37:47,2020-09-03 12:43:47
2765e68db921a7b2a62a87c6a8461c25,268,195,1599164751,1599165111,2020-09-03 20:25:51,2020-09-03 20:31:51
7939651d6f214162d7a59cddb85fd8ae,16,268,1599538461,1599539901,2020-09-08 04:14:21,2020-09-08 04:38:21
7939651d6f214162d7a59cddb85fd8ae,1,2,1599356776,1599356956,2020-09-06 01:46:16,2020-09-06 01:49:16
7939651d6f214162d7a59cddb85fd8ae,13,15,1599646108,1599646468,2020-09-09 10:08:28,2020-09-09 10:14:28
7939651d6f214162d7a59cddb85fd8ae,1,195,1599326023,1599329803,2020-09-05 17:13:43,2020-09-05 18:16:43
7939651d6f214162d7a59cddb85fd8ae,311,8,1599204755,1599208355,2020-09-04 07:32:35,2020-09-04 08:32:35
7939651d6f214162d7a59cddb85fd8ae,308,5,1599935604,1599939204,2020-09-12 18:33:24,2020-09-12 19:33:24
7939651d6f214162d7a59cddb85fd8ae,5,12,1599218797,1599220057,2020-09-04 11:26:37,2020-09-04 11:47:37
7939651d6f214162d7a59cddb85fd8ae,221,7,1599281093,1599283973,2020-09-05 04:44:53,2020-09-05 05:32:53
7939651d6f214162d7a59cddb85fd8ae,1,2,1599747626,1599747806,2020-09-10 14:20:26,2020-09-10 14:23:26
7939651d6f214162d7a59cddb85fd8ae,2,17,1599710721,1599713421,2020-09-10 04:05:21,2020-09-10 04:50:21
7939651d6f214162d7a59cddb85fd8ae,9,15,1599141881,1599142961,2020-09-03 14:04:41,2020-09-03 14:22:41
7939651d6f214162d7a59cddb85fd8ae,5,8,1599940907,1599941447,2020-09-12 20:01:47,2020-09-12 20:10:47
7939651d6f214162d7a59cddb85fd8ae,5,8,1599832983,1599833523,2020-09-11 14:03:03,2020-09-11 14:12:03
7939651d6f214162d7a59cddb85fd8ae,17,3,1599593778,1599596298,2020-09-08 19:36:18,2020-09-08 20:18:18
7939651d6f214162d7a59cddb85fd8ae,3,5,1599790873,1599791233,2020-09-11 02:21:13,2020-09-11 02:27:13
7939651d6f214162d7a59cddb85fd8ae,309,16,1599462973,1599464773,2020-09-07 07:16:13,2020-09-07 07:46:13
7939651d6f214162d7a59cddb85fd8ae,16,268,1599839534,1599840974,2020-09-11 15:52:14,2020-09-11 16:16:14
7939651d6f214162d7a59cddb85fd8ae,5,310,1599938418,1599942378,2020-09-12 19:20:18,2020-09-12 20:26:18
7939651d6f214162d7a59cddb85fd8ae,311,19,1599743854,1599745474,2020-09-10 13:17:34,2020-09-10 13:44:34
7939651d6f214162d7a59cddb85fd8ae,16,5,1599100588,1599102568,2020-09-03 02:36:28,2020-09-03 03:09:28
e1d66116ceb37491e7227d8257989b4c,9,308,1598961747,1598964627,2020-09-01 12:02:27,2020-09-01 12:50:27
e1d66116ceb37491e7227d8257989b4c,195,195,1599115552,1599115552,2020-09-03 06:45:52,2020-09-03 06:45:52
e1d66116ceb37491e7227d8257989b4c,221,6,1599223114,1599226174,2020-09-04 12:38:34,2020-09-04 13:29:34
e1d66116ceb37491e7227d8257989b4c,15,308,1599386143,1599387943,2020-09-06 09:55:43,2020-09-06 10:25:43
e1d66116ceb37491e7227d8257989b4c,268,14,1599843938,1599845738,2020-09-11 17:05:38,2020-09-11 17:35:38
e1d66116ceb37491e7227d8257989b4c,14,13,1600056359,1600056539,2020-09-14 04:05:59,2020-09-14 04:08:59
e1d66116ceb37491e7227d8257989b4c,6,311,1599748085,1599752045,2020-09-10 14:28:05,2020-09-10 15:34:05
e1d66116ceb37491e7227d8257989b4c,12,5,1599236309,1599237569,2020-09-04 16:18:29,2020-09-04 16:39:29
e1d66116ceb37491e7227d8257989b4c,12,14,1599892320,1599892680,2020-09-12 06:32:00,2020-09-12 06:38:00
e1d66116ceb37491e7227d8257989b4c,18,10,1599253704,1599255144,2020-09-04 21:08:24,2020-09-04 21:32:24
e1d66116ceb37491e7227d8257989b4c,311,15,1599432158,1599434498,2020-09-06 22:42:38,2020-09-06 23:21:38
e1d66116ceb37491e7227d8257989b4c,2,308,1599387129,1599391269,2020-09-06 10:12:09,2020-09-06 11:21:09
e1d66116ceb37491e7227d8257989b4c,193,268,1598980952,1598981672,2020-09-01 17:22:32,2020-09-01 17:34:32
e1d66116ceb37491e7227d8257989b4c,7,1,1598980236,1598981316,2020-09-01 17:10:36,2020-09-01 17:28:36
e1d66116ceb37491e7227d8257989b4c,8,310,1599031619,1599035039,2020-09-02 07:26:59,2020-09-02 08:23:59
e1d66116ceb37491e7227d8257989b4c,310,2,1600007013,1600011513,2020-09-13 14:23:33,2020-09-13 15:38:33
e1d66116ceb37491e7227d8257989b4c,13,16,1600031785,1600032325,2020-09-13 21:16:25,2020-09-13 21:25:25
e1d66116ceb37491e7227d8257989b4c,193,311,1599368635,1599370075,2020-09-06 05:03:55,2020-09-06 05:27:55
e1d66116ceb37491e7227d8257989b4c,12,193,1599615789,1599617229,2020-09-09 01:43:09,2020-09-09 02:07:09
f2ac2b7c38c8dcc60e3c1aa2a8297133,195,308,1599025843,1599026383,2020-09-02 05:50:43,2020-09-02 05:59:43
f2ac2b7c38c8dcc60e3c1aa2a8297133,194,19,1600024480,1600024840,2020-09-13 19:14:40,2020-09-13 19:20:40
f2ac2b7c38c8dcc60e3c1aa2a8297133,16,17,1599111571,1599111751,2020-09-03 05:39:31,2020-09-03 05:42:31
f2ac2b7c38c8dcc60e3c1aa2a8297133,8,13,1599374416,1599375316,2020-09-06 06:40:16,2020-09-06 06:55:16
f2ac2b7c38c8dcc60e3c1aa2a8297133,13,6,1599003229,1599004489,2020-09-01 23:33:49,2020-09-01 23:54:49
f2ac2b7c38c8dcc60e3c1aa2a8297133,4,7,1599599710,1599600250,2020-09-08 21:15:10,2020-09-08 21:24:10
f2ac2b7c38c8dcc60e3c1aa2a8297133,310,16,1598974888,1598976868,2020-09-01 15:41:28,2020-09-01 16:14:28
f2ac2b7c38c8dcc60e3c1aa2a8297133,4,1,1599407137,1599407677,2020-09-06 15:45:37,2020-09-06 15:54:37
f2ac2b7c38c8dcc60e3c1aa2a8297133,310,12,1599301705,1599304405,2020-09-05 10:28:25,2020-09-05 11:13:25
f2ac2b7c38c8dcc60e3c1aa2a8297133,8,3,1599169069,1599169969,2020-09-03 21:37:49,2020-09-03 21:52:49
